"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat May 06 06:07:04 GMT 2023","Sat May 06 06:07:05 GMT 2023","1163","","Находим отель, открываем его страницу через карту и проверяем совпадение данных на новой странице отеля","","tests.FirstSelenideTest","bookingFindHotel","bookingFindHotel",""
"broken","Sat May 06 06:06:53 GMT 2023","Sat May 06 06:07:04 GMT 2023","10326","","Добавляем нужный отель в избранное и удаляем его из избранного на новой странице","","tests.SecondSelenideTest","bookingFindHotel2","bookingFindHotel2",""
