"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 05 15:42:12 GMT 2023","Fri May 05 15:42:28 GMT 2023","15937","","Добавляем нужный отель в избранное и удаляем его из избранного на новой странице","","tests.SecondSelenideTest","bookingFindHotel2","bookingFindHotel2",""
"broken","Fri May 05 15:42:28 GMT 2023","Fri May 05 15:42:29 GMT 2023","1165","","Находим отель, открываем его страницу через карту и проверяем совпадение данных на новой странице отеля","","tests.FirstSelenideTest","bookingFindHotel","bookingFindHotel",""
