"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 05 20:08:13 GMT 2023","Fri May 05 20:08:13 GMT 2023","69","","Находим отель, открываем его страницу через карту и проверяем совпадение данных на новой странице отеля","","tests.FirstSelenideTest","bookingFindHotel","bookingFindHotel",""
"broken","Fri May 05 20:08:07 GMT 2023","Fri May 05 20:08:13 GMT 2023","6564","","Добавляем нужный отель в избранное и удаляем его из избранного на новой странице","","tests.SecondSelenideTest","bookingFindHotel2","bookingFindHotel2",""
