"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 05 17:02:41 GMT 2023","Fri May 05 17:02:42 GMT 2023","1191","","Находим отель, открываем его страницу через карту и проверяем совпадение данных на новой странице отеля","","tests.FirstSelenideTest","bookingFindHotel","bookingFindHotel",""
"broken","Fri May 05 17:02:35 GMT 2023","Fri May 05 17:02:41 GMT 2023","5295","","Добавляем нужный отель в избранное и удаляем его из избранного на новой странице","","tests.SecondSelenideTest","bookingFindHotel2","bookingFindHotel2",""
